"run_length","threshold","threshold_percent","raw_exceedances","clusters","extremal_index","mean_cluster_size","max_cluster_size","cluster_rate_per_day","cluster_rate_per_year"
5,0.0242007072707144,2.42007072707144,210,129,0.614285714285714,1.62790697674419,14,0.0153864503816794,3.87738549618321
