"Estimate","Std. Error","z value","Pr(>|z|)","term"
-4.20061490092003,0.0976936525267452,-42.9978283365958,0,"(Intercept)"
1.00962972098702,0.0613159565236037,16.4660192587611,6.4369222953445e-61,"z_vol"
