"pair","max_frechet_q90","max_frechet_q95","max_frechet_q975","max_frechet_q99","min_frechet_q90","min_frechet_q95","min_frechet_q975","min_frechet_q99"
"spy_qqq",12.1750149047732,24.9839527503092,51.2077835462878,135.809007570544,7.20988323635549,13.7037720219919,27.960426714379,69.2340103430204
"spy_tlt",18.9427823153665,38.5562802400117,75.638138772575,186.727820715246,2.23303567046346,3.40708061966086,5.28857479964404,9.03643197611443
"spy_vix",13.7950260242615,30.7199031192616,62.6001079167481,166.582833082006,6.16760247714747,11.491595823605,20.1201062470848,41.9312297801081
