"pair","max_frechet_q90","max_frechet_q95","max_frechet_q975","max_frechet_q99","min_frechet_q90","min_frechet_q95","min_frechet_q975","min_frechet_q99"
"spy_qqq",12.1750149047732,24.9839527503092,51.2077835462878,135.809007570544,7.20988323635549,13.7037720219919,27.960426714379,69.2340103430204
