"pair","angular_probability","radial_threshold","n_radial_extremes","mean_W","median_W","sd_W","angular_balance_mean","angular_balance_median","share_W_between_0_4_and_0_6","share_W_below_0_25","share_W_above_0_75","share_endpoint_heavy","endpoint_asymmetry"
"spy_vix",0.95,41.9969516616149,301,0.50396197172842,0.464454797552325,0.299415753464459,0.00396197172842028,-0.0355452024476746,0.166112956810631,0.272425249169435,0.292358803986711,0.564784053156146,0.0199335548172758
