"pair","angular_probability","radial_threshold","n_radial_extremes","mean_W","median_W","sd_W","angular_balance_mean","angular_balance_median","share_W_between_0_4_and_0_6","share_W_below_0_25","share_W_above_0_75","share_endpoint_heavy","endpoint_asymmetry"
"spy_tlt",0.95,41.2072837787813,301,0.5059384737205,0.43990206140062,0.465859472105429,0.00593847372050049,-0.0600979385993798,0.0299003322259136,0.471760797342193,0.471760797342193,0.943521594684385,0
