"pair","max_frechet_q90","max_frechet_q95","max_frechet_q975","max_frechet_q99","min_frechet_q90","min_frechet_q95","min_frechet_q975","min_frechet_q99"
"spy_tlt",18.9427823153665,38.5562802400117,75.638138772575,186.727820715246,2.23303567046346,3.40708061966086,5.28857479964404,9.03643197611443
