"pair","asset_x","asset_y","pearson_correlation","chi_hat","chi_ci_lower_block","chi_ci_upper_block","implied_alpha_hat","joint_ratio_975","conditional_coexceedance_975","n_joint_975","angular_share_joint_0_4_0_6","angular_share_endpoint_heavy","angular_balance_mean","angular_balance_median","endpoint_asymmetry"
"spy_qqq","SPY","QQQ",0.913303277943174,0.710460864684344,0.592041849441252,0.836815178164531,0.36685555712796,27.1673172229288,0.682119205298013,103,0.365448504983389,0.212624584717608,-0.000744787158203752,-0.00422263341109136,-0.026578073089701
