"pair","max_frechet_q90","max_frechet_q95","max_frechet_q975","max_frechet_q99","min_frechet_q90","min_frechet_q95","min_frechet_q975","min_frechet_q99"
"spy_vix",13.7950260242615,30.7199031192616,62.6001079167481,166.582833082006,6.16760247714747,11.491595823605,20.1201062470848,41.9312297801081
