"pair","angular_probability","radial_threshold","n_radial_extremes","mean_W","median_W","sd_W","angular_balance_mean","angular_balance_median","share_W_between_0_4_and_0_6","share_W_below_0_25","share_W_above_0_75","share_endpoint_heavy","endpoint_asymmetry"
"spy_vix",0.9,20.464259018679,602,0.497347609042944,0.464674129501623,0.266518820791583,-0.00265239095705622,-0.035325870498377,0.22093023255814,0.217607973421927,0.23421926910299,0.451827242524917,0.0166112956810631
"spy_vix",0.95,41.9969516616149,301,0.50396197172842,0.464454797552325,0.299415753464459,0.00396197172842028,-0.0355452024476746,0.166112956810631,0.272425249169435,0.292358803986711,0.564784053156146,0.0199335548172758
"spy_vix",0.975,81.4004517986375,151,0.511550245132001,0.470567501454082,0.325531819832341,0.0115502451320014,-0.029432498545918,0.152317880794702,0.324503311258278,0.337748344370861,0.662251655629139,0.0132450331125828
