"loss","fitted_cdf","exponential_residual"
0.0279208906264392,0.339958009036408,0.415451823313394
0.0277899827087102,0.330780823163845,0.401643653919989
0.0258793763415239,0.176089437439739,0.193693295545828
0.0479742180608813,0.873721710975098,2.06926716444256
0.067340568541006,0.957442231577898,3.15689286901466
0.0451837245285525,0.847512965302147,1.88067570492367
0.0440759759395188,0.835182332981916,1.80291546447294
0.0258819339030056,0.176325652225593,0.193980036199971
0.0265590935670881,0.235925116908887,0.269089480101561
0.0299010452482564,0.460962339934682,0.617969840262898
0.0328583540682095,0.59353586136221,0.900259573719106
0.0253070958465003,0.120971084728459,0.12893748619348
0.02887003481582,0.401889318969627,0.513979456822611
0.0244009583226106,0.0236202990530632,0.0239037303691817
0.0282846008862601,0.36462129484231,0.453534071781843
0.0376080272127197,0.730451782850874,1.31100799128134
0.0254993103899315,0.13999791529466,0.150820465661545
0.0250908111203518,0.0989102551425172,0.104150420498967
0.0305646733016429,0.495059965259714,0.683315599845838
0.0430193451256047,0.822202068775602,1.72710759137836
0.0303022941240858,0.481919482107805,0.657624608855869
0.0254175200342361,0.131966987713376,0.141525532456731
0.0242840682769776,0.0100723743659454,0.0101234439459798
0.0252566515048933,0.115888381034707,0.123171958517506
0.0365698830937262,0.706310976378231,1.22523381423124
0.0242257754798105,0.00322581827407309,0.00323103244216711
0.0427222448862121,0.818317522109054,1.70549474251218
0.0382305861520553,0.743713781651735,1.36146041862139
0.0253149076143915,0.121754829637162,0.129829487011198
0.0321751898401148,0.567005444621033,0.837030125241228
0.0307667951706385,0.504892012333511,0.702979383304205
0.0329390399570197,0.596529906959041,0.907652912876669
0.0267782300373662,0.254019970644093,0.2930564494371
0.0254514745741607,0.135312597499227,0.145387221757504
0.0305341307593023,0.493552512085716,0.680334637046677
0.0300136332417864,0.4669509823377,0.629141893449559
0.0260230551561706,0.189225836339294,0.209765730155333
0.033728107513384,0.624369410553247,0.979149093412687
0.0307707046426273,0.505079750899093,0.70335864232099
0.0459514259048834,0.855369826649594,1.93357532331873
0.0290505892685946,0.412814197004401,0.532413979433922
0.0338070826447545,0.627018180038293,0.986225600575199
0.0813125304505826,0.97704975601544,3.7744267113966
0.0499764110849332,0.889043285324304,2.19861511159976
0.100568914954342,0.988660552926563,4.47946774082744
0.115886276898332,0.992946183527323,4.95418646498941
0.0519598104463146,0.90194501435203,2.32222687961649
0.0440505628581933,0.834884696071282,1.80111123744755
0.0259005592086545,0.17804325387439,0.196067505595599
0.0302383099469816,0.478648615362923,0.651331021881495
0.0460488935923395,0.856329810773539,1.9402349588694
0.0308335904500039,0.508087096691285,0.709453603956039
0.0268301850565367,0.258229156581137,0.298714919877245
0.0593771652406607,0.936037950272392,2.74946534450661
0.0258400402365764,0.172445397036379,0.189280188453337
0.0350203479665341,0.664853747221175,1.09318826696923
0.0277027829756102,0.324576699589009,0.392415672942006
0.0347766060453569,0.657662803793149,1.07195907383155
0.0247439717920432,0.0620261842555866,0.0640332453501767
0.0243906742807827,0.0224379358705107,0.0226934964226033
0.0299224492898782,0.46210746341342,0.620096484893864
0.0278227679845884,0.333094507274815,0.405106933172688
0.0293885156571596,0.432581853923606,0.566658776018324
0.0376559100803213,0.731502644564423,1.31491421448367
0.036189970045049,0.696785412638399,1.19331451502031
0.0325409617737558,0.581477622003256,0.871024918566423
0.0411466351301195,0.795789335624815,1.58860314946744
0.0294243078183269,0.43462522336745,0.570266446262608
0.0387077813646171,0.75331640329163,1.39964874850313
0.0336562178639932,0.621937246318061,0.972695082109934
0.0344353805101019,0.647259490656914,1.04202259337916
0.0444562990222517,0.839555464827516,1.82980697138628
0.0282905210518667,0.365012869273041,0.454150546866534
0.025416337781544,0.131850198747976,0.141390997124777
0.024765879943689,0.0644127067609508,0.0665808257676661
0.0295563230914295,0.442080751195326,0.58354104247692
0.030256716885785,0.479592287134229,0.653142711420236
0.0269966672724138,0.271513089674878,0.316785621490292
0.0505364196824276,0.892896399509703,2.23395868407019
0.0603266570570771,0.939226037798288,2.80059383499794
0.0448081187483824,0.843469041861797,1.85450147298528
0.0273998325389631,0.302439721813797,0.360166348681996
0.0261482770861869,0.200456151487066,0.223713903292814
