"cluster_id","start_index","end_index","start_date","end_date","cluster_size","cluster_duration_trading_days","cluster_max_loss","cluster_max_excess","cluster_max_date"
33,2485,2485,2002-12-09,2002-12-09,1,1,0.0278761639284406,0.00365232238015706,2002-12-09
34,2516,2516,2003-01-24,2003-01-24,1,1,0.0266164893258711,0.00239264777758758,2003-01-24
35,2546,2556,2003-03-10,2003-03-24,2,11,0.0337977885158507,0.00957394696756714,2003-03-24
36,3545,3545,2007-02-27,2007-02-27,1,1,0.0398407008536079,0.0156168593053244,2007-02-27
37,3655,3659,2007-08-03,2007-08-09,2,5,0.030082062375909,0.0058582208276255,2007-08-09
38,3709,3709,2007-10-19,2007-10-19,1,1,0.0265047283805027,0.00228088683221911,2007-10-19
39,3722,3722,2007-11-07,2007-11-07,1,1,0.0277369598802357,0.00351311833195217,2007-11-07
40,3745,3745,2007-12-11,2007-12-11,1,1,0.0278031657423252,0.00357932419404167,2007-12-11
41,3761,3770,2008-01-04,2008-01-17,2,10,0.0262583750165435,0.00203453346825994,2008-01-17
42,3782,3782,2008-02-05,2008-02-05,1,1,0.0271386402492615,0.00291479870097794,2008-02-05
43,3812,3812,2008-03-19,2008-03-19,1,1,0.0250815544675298,0.000857712919246249,2008-03-19
44,3867,3867,2008-06-06,2008-06-06,1,1,0.0324134895685377,0.00818964802025418,2008-06-06
45,3881,3881,2008-06-26,2008-06-26,1,1,0.0275360595811938,0.00331221803291021,2008-06-26
46,3929,3998,2008-09-04,2008-12-11,25,70,0.103637370157165,0.0794135286088818,2008-10-15
47,4015,4054,2009-01-07,2009-03-05,10,40,0.0542312727569847,0.0300074312087011,2009-01-20
48,4071,4071,2009-03-30,2009-03-30,1,1,0.0351654029457071,0.0109415613974236,2009-03-30
49,4085,4085,2009-04-20,2009-04-20,1,1,0.0428195723157927,0.0185957307675091,2009-04-20
50,4102,4102,2009-05-13,2009-05-13,1,1,0.0254949229073738,0.00127108135909021,2009-05-13
51,4129,4137,2009-06-22,2009-07-02,2,9,0.0304455596272009,0.00622171807891731,2009-06-22
52,4168,4168,2009-08-17,2009-08-17,1,1,0.0249132711327027,0.000689429584419147,2009-08-17
53,4200,4200,2009-10-01,2009-10-01,1,1,0.0251259524211598,0.000902110872876231,2009-10-01
54,4221,4221,2009-10-30,2009-10-30,1,1,0.0294015498055922,0.00517770825730863,2009-10-30
55,4286,4286,2010-02-04,2010-02-04,1,1,0.031352486334117,0.00712864478583347,2010-02-04
56,4349,4369,2010-05-06,2010-06-04,3,21,0.0384911541812771,0.0142673126329936,2010-05-20
57,4386,4386,2010-06-29,2010-06-29,1,1,0.0313616733558248,0.0071378318075413,2010-06-29
58,4398,4398,2010-07-16,2010-07-16,1,1,0.0279213577831019,0.00369751623481835,2010-07-16
59,4416,4416,2010-08-11,2010-08-11,1,1,0.0277893439284433,0.00356550238015979,2010-08-11
60,4662,4674,2011-08-02,2011-08-18,5,13,0.067340568541006,0.0431167269927225,2011-08-08
61,4685,4705,2011-09-02,2011-10-03,6,21,0.0328585207029466,0.00863467915466304,2011-09-22
62,4725,4732,2011-10-31,2011-11-09,3,8,0.0376081906544163,0.0133843491061328,2011-11-09
63,4872,4872,2012-06-01,2012-06-01,1,1,0.02549916357356,0.00127532202527642,2012-06-01
64,5135,5135,2013-06-20,2013-06-20,1,1,0.0250901600059334,0.000866318457649898,2013-06-20
65,5682,5689,2015-08-21,2015-09-01,3,8,0.0430193491922672,0.0187955076439837,2015-08-24
66,5707,5707,2015-09-28,2015-09-28,1,1,0.0254176168750888,0.00119377532680526,2015-09-28
67,5777,5781,2016-01-07,2016-01-13,2,5,0.0252569342734104,0.00103309272512681,2016-01-13
68,5894,5894,2016-06-24,2016-06-24,1,1,0.0365696218427072,0.0123457802944236,2016-06-24
69,5947,5947,2016-09-09,2016-09-09,1,1,0.0242260234280716,2.18187978801368e-06,2016-09-09
70,6300,6303,2018-02-05,2018-02-08,2,4,0.0427221817860879,0.0184983402378043,2018-02-05
71,6332,6332,2018-03-22,2018-03-22,1,1,0.0253145218828328,0.00109068033454924,2018-03-22
72,6472,6482,2018-10-10,2018-10-24,2,11,0.0321755577741181,0.00795171622583452,2018-10-10
73,6510,6510,2018-12-04,2018-12-04,1,1,0.032938980587125,0.00871513903884142,2018-12-04
74,6523,6523,2018-12-24,2018-12-24,1,1,0.0267785920497721,0.00255475050148852,2018-12-24
75,6618,6618,2019-05-13,2019-05-13,1,1,0.0254513536446197,0.00122751209633615,2019-05-13
76,6676,6690,2019-08-05,2019-08-23,3,15,0.0305347226234485,0.00631088107516492,2019-08-05
77,6815,6842,2020-02-24,2020-04-01,14,28,0.115886595317225,0.091662753768941,2020-03-16
78,6855,6863,2020-04-21,2020-05-01,2,9,0.0308337160535439,0.00660987450526035,2020-04-21
79,6891,6900,2020-06-11,2020-06-24,2,10,0.0593771780066392,0.0351533364583557,2020-06-11
80,6950,6952,2020-09-03,2020-09-08,2,3,0.0350206291969917,0.0107967876487081,2020-09-03
81,6988,6988,2020-10-28,2020-10-28,1,1,0.0347769091700112,0.0105530676217276,2020-10-28
82,7049,7049,2021-01-27,2021-01-27,1,1,0.0247439739374453,0.000520132389161768,2021-01-27
83,7069,7069,2021-02-25,2021-02-25,1,1,0.0243907602435192,0.000166918695235611,2021-02-25
84,7328,7328,2022-03-07,2022-03-07,1,1,0.0299224470103017,0.00569860546201812,2022-03-07
85,7361,7379,2022-04-22,2022-05-18,6,19,0.0411466351301195,0.016922793581836,2022-05-18
86,7395,7399,2022-06-10,2022-06-16,3,5,0.0387077016897566,0.014483860141473,2022-06-13
87,7448,7448,2022-08-26,2022-08-26,1,1,0.0344353010788456,0.0102114595305621,2022-08-26
88,7459,7459,2022-09-13,2022-09-13,1,1,0.0444564628191557,0.0202326212708722,2022-09-13
89,7477,7477,2022-10-07,2022-10-07,1,1,0.0282900840934097,0.00406624254512617,2022-10-07
90,7495,7495,2022-11-02,2022-11-02,1,1,0.0254162522517083,0.00119241070342474,2022-11-02
91,7525,7525,2022-12-15,2022-12-15,1,1,0.0247657153640972,0.000541873815813668,2022-12-15
92,7934,7934,2024-08-05,2024-08-05,1,1,0.0295562058460606,0.00533236429777701,2024-08-05
93,8029,8029,2024-12-18,2024-12-18,1,1,0.0302565075632968,0.00603266601501324,2024-12-18
94,8082,8082,2025-03-10,2025-03-10,1,1,0.0269967750652951,0.00277293351701153,2025-03-10
95,8100,8105,2025-04-03,2025-04-10,3,6,0.0603267723801126,0.0361029308318291,2025-04-04
96,8231,8231,2025-10-10,2025-10-10,1,1,0.0273998325389631,0.0031759909906795,2025-10-10
97,8394,8394,2026-06-05,2026-06-05,1,1,0.0261482770861869,0.00192443553790339,2026-06-05
